Date,Island,Latitude,Longitude,Set,Depth (fa),Carapace Length (in),Sex
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,3.9,f
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,2.5,m
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,5.7,m
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,5.6,m
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,4.9,m
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,4.9,m
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,4.8,m
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,4.6,m
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,4.6,m
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,4.45,m
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,4.4,m
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,4.4,m
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,4.3,f
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,4,m
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,3.8,m
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,3.6,m
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,3.5,m
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,3.5,f
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,3.5,m
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,3.4,m
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,3.2,m
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,3.2,m
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,3.1,f
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,3.1,m
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,2.9,m
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,2.8,m
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,2.7,f
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,2.5,f
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,2.5,m
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,2.3,m
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,2.2,f
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,2.2,m
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,2.2,m
1/20/18,Kauai,21°59.481 ,160°08.730 ,4,44,2,m
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,4,f
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,2.1,f
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,4,m
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,3.6,f
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,2.8,f
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,5.95,m
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,5.9,m
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,5.7,m
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,5.5,m
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,5.2,m
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,5.1,m
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,5,m
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,4.8,m
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,4.4,m
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,4.4,m
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,4.2,m
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,4.2,m
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,4.2,f
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,4.1,m
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,4,f
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,3.9,m
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,3.7,m
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,3.6,m
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,3.5,m
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,3.4,f
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,3.1,f
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,3.1,m
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,3,m
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,3,f
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,3,f
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,2.9,f
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,2.8,m
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,2.8,f
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,2.8,f
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,2.5,m
1/20/18,Kauai,21°59.347 ,160°08.736 ,5,40.9,2.3,m
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,6,m
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,5.6,m
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,5.5,m
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,5.3,m
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,5.3,m
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,5,m
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,5,m
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,4.7,m
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,4.7,f
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,4.6,f
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,4.5,m
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,4.5,m
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,4.3,f
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,4.1,m
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,4.1,f
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,4,f
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,4,m
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,4,f
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,4,f
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,3.9,f
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,3.9,f
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,3.8,f
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,3.8,m
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,3.8,f
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,3.8,f
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,3.8,f
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,3.7,f
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,3.5,m
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,3.5,m
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,3.3,f
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,3.1,f
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,3.1,f
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,3.1,m
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,3,f
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,3,f
1/20/18,Kauai,21°59.500 ,160°08.955 ,6,48.5,2.8,f
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,5.6,m
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,5.1,m
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,4.7,m
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,4.6,m
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,4.6,m
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,4.1,m
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,4,f
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,3.8,f
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,3.7,f
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,3.6,f
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,3.5,f
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,3.2,m
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,3.2,m
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,3.1,m
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,3.1,f
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,3,f
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,3,f
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,3,f
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,3,m
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,3,f
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,3,m
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,3,f
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,3,m
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,3,f
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,3,m
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,3,m
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,2.9,m
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,2.9,m
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,2.9,f
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,2.9,m
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,2.8,m
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,2.7,f
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,2.6,f
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,2.5,m
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,2.2,m
1/20/18,Kauai,21°59.470 ,160°08.834 ,7,45.5,2,f
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,5.7,m
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,5.1,m
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,5.1,m
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,5,m
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,4.7,f
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,4.6,m
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,4.6,m
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,4.6,m
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,4.5,f
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,4.5,m
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,4.1,m
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,4.1,f
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,4.1,f
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,4,f
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,4,m
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,4,f
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,3.9,f
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,3.9,f
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,3.7,m
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,3.5,m
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,3.5,f
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,3.3,m
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,3.3,m
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,3.3,f
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,3.2,m
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,3.1,f
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,3.1,f
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,3.1,f
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,3.1,f
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,3.1,f
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,3,f
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,3,m
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,3,m
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,3,f
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,2.7,f
1/20/18,Kauai,21°59.425 ,160°08.984 ,8,47.2,2.7,f
1/23/18,Oahu,21°15.000 ,157°44.481 ,1,23.4,,
1/23/18,Oahu,21°15.000 ,157°44.481 ,2,20.6,,
1/23/18,Oahu,21°15.000 ,157°44.481 ,3,20,,
2/6/18,Oahu,21°16.438 ,157°40.799 ,1,16.4,3.9,f
2/6/18,Oahu,21°16.438 ,157°40.799 ,1,16.4,4.65,f
2/6/18,Oahu,21°16.438 ,157°40.799 ,1,16.4,4.3,m
2/6/18,Oahu,21°16.438 ,157°40.799 ,1,16.4,4.25,f
2/6/18,Oahu,21°16.438 ,157°40.799 ,1,16.4,4.2,f
2/6/18,Oahu,21°16.438 ,157°40.799 ,1,16.4,4,f
2/6/18,Oahu,21°16.438 ,157°40.799 ,1,16.4,4.25,f
2/6/18,Oahu,21°16.360 ,157°40.820 ,2,17.5,4.76,m
2/6/18,Oahu,21°16.285 ,157°40.833 ,3,17.9,3.8,f
2/6/18,Oahu,21°16.285 ,157°40.833 ,3,17.9,3.75,f
2/6/18,Oahu,21°16.285 ,157°40.833 ,3,17.9,4.73,m
2/6/18,Oahu,21°16.285 ,157°40.833 ,3,17.9,4.55,m
2/6/18,Oahu,21°16.285 ,157°40.833 ,3,17.9,3.35,m
2/6/18,Oahu,21°16.285 ,157°40.833 ,3,17.9,3.25,f
2/6/18,Oahu,21°16.285 ,157°40.833 ,3,17.9,3.03,f
2/6/18,Oahu,21°16.285 ,157°40.833 ,3,17.9,2.7,f
2/6/18,Oahu,21°16.474 ,157°40.705 ,4,16.4,5.03,m
2/6/18,Oahu,21°16.474 ,157°40.705 ,4,16.4,3.73,m
2/6/18,Oahu,21°16.474 ,157°40.705 ,4,16.4,3.49,f
2/6/18,Oahu,21°16.474 ,157°40.705 ,4,16.4,3.51,f
2/6/18,Oahu,21°16.474 ,157°40.705 ,4,16.4,4.36,m
2/6/18,Oahu,21°16.474 ,157°40.705 ,4,16.4,3.8,f
2/6/18,Oahu,21°16.407 ,157°40.709 ,5,16.8,3.99,f
2/6/18,Oahu,21°16.407 ,157°40.709 ,5,16.8,3.17,f
2/6/18,Oahu,21°16.407 ,157°40.709 ,5,16.8,3.81,f
2/6/18,Oahu,21°16.407 ,157°40.709 ,5,16.8,3.53,m
2/6/18,Oahu,21°16.400 ,157°40.675 ,6,17.5,4.19,m
2/6/18,Oahu,21°16.400 ,157°40.675 ,6,17.5,3.53,f
2/6/18,Oahu,21°16.400 ,157°40.675 ,6,17.5,4.4,f
2/6/18,Oahu,21°16.400 ,157°40.675 ,6,17.5,?,u
2/6/18,Oahu,21°16.400 ,157°40.675 ,6,17.5,4.03,m
2/6/18,Oahu,21°16.470 ,157°40.613 ,7,17.5,,
2/6/18,Oahu,21°16.579 ,157°40.707 ,8,15,3.9,f
2/6/18,Oahu,21°16.579 ,157°40.707 ,8,15,2.9,f
2/6/18,Oahu,21°16.579 ,157°40.707 ,8,15,3.54,f
2/6/18,Oahu,21°16.579 ,157°40.707 ,8,15,3.22,f
2/6/18,Oahu,21°16.579 ,157°40.707 ,8,15,2.49,f
2/6/18,Oahu,21°16.579 ,157°40.707 ,8,15,3.3,f
2/6/18,Oahu,21°16.579 ,157°40.707 ,8,15,3.29,m
2/6/18,Oahu,21°16.579 ,157°40.707 ,8,15,4.55,m
2/6/18,Oahu,21°16.579 ,157°40.707 ,8,15,3.76,f
2/6/18,Oahu,21°16.579 ,157°40.707 ,8,15,3.23,m
2/6/18,Oahu,21°16.579 ,157°40.707 ,8,15,2.57,f
2/6/18,Oahu,21°16.579 ,157°40.707 ,8,15,3.95,f
2/6/18,Oahu,21°16.260 ,157°40.791 ,9,18.2,4.23,f
2/20/18,Oahu,21°16.5271 ,157°40.726 ,1,16.1,3.94,f
2/20/18,Oahu,21°16.5271 ,157°40.726 ,1,16.1,3.86,m
2/20/18,Oahu,21°16.5271 ,157°40.726 ,1,16.1,2.55,f
2/20/18,Oahu,21°16.5271 ,157°40.726 ,1,16.1,4,m
2/20/18,Oahu,21°16.5271 ,157°40.726 ,1,16.1,4.04,f
2/20/18,Oahu,21°16.5271 ,157°40.726 ,1,16.1,3.3,m
2/20/18,Oahu,21°16.5271 ,157°40.726 ,1,16.1,3.3,f
2/20/18,Oahu,21°16.5271 ,157°40.726 ,1,16.1,3.12,f
2/20/18,Oahu,21°16.5271 ,157°40.726 ,1,16.1,3,f
2/20/18,Oahu,21°16.5271 ,157°40.726 ,1,16.1,2.96,f
2/20/18,Oahu,21°16.5271 ,157°40.726 ,1,16.1,3.36,m
2/20/18,Oahu,21°16.5271 ,157°40.726 ,1,16.1,3.25,m
2/20/18,Oahu,21°16.5271 ,157°40.726 ,1,16.1,2.64,m
2/20/18,Oahu,21°16.5271 ,157°40.726 ,1,16.1,2.74,m
2/20/18,Oahu,21°16.5271 ,157°40.726 ,1,16.1,3.21,f
2/20/18,Oahu,21°16.5271 ,157°40.726 ,1,16.1,3.25,f
2/20/18,Oahu,21°16.5271 ,157°40.726 ,1,16.1,3.35,m
2/20/18,Oahu,21°16.5271 ,157°40.726 ,1,16.1,3.79,f
2/20/18,Oahu,21°16.466 ,157°40.742 ,2,16.1,3.55,f
2/20/18,Oahu,21°16.466 ,157°40.742 ,2,16.1,4.5,m
2/20/18,Oahu,21°16.466 ,157°40.742 ,2,16.1,3.81,f
2/20/18,Oahu,21°16.466 ,157°40.742 ,2,16.1,3.24,f
2/20/18,Oahu,21°16.466 ,157°40.742 ,2,16.1,4.24,m
2/20/18,Oahu,21°16.466 ,157°40.742 ,2,16.1,4.19,f
2/20/18,Oahu,21°16.419 ,157°40.732 ,3,16,2.47,f
2/20/18,Oahu,21°16.419 ,157°40.732 ,3,16,3.24,f
2/20/18,Oahu,21°16.419 ,157°40.732 ,3,16,4.55,m
2/20/18,Oahu,21°16.6801 ,157°40.669 ,4,13.5,3.34,f
2/20/18,Oahu,21°16.6801 ,157°40.669 ,4,13.5,3.07,f
2/20/18,Oahu,21°16.6801 ,157°40.669 ,4,13.5,3.44,f
2/20/18,Oahu,21°16.6801 ,157°40.669 ,4,13.5,3.3,m
2/20/18,Oahu,21°16.6801 ,157°40.669 ,4,13.5,2.6,m
2/20/18,Oahu,21°16.6801 ,157°40.669 ,4,13.5,3.98,f
2/20/18,Oahu,21°16.6801 ,157°40.669 ,4,13.5,3.22,m
2/20/18,Oahu,21°16.6801 ,157°40.669 ,4,13.5,3.2,m
2/20/18,Oahu,21°16.6801 ,157°40.669 ,4,13.5,3.14,f
2/20/18,Oahu,21°16.6801 ,157°40.669 ,4,13.5,3.15,f
2/20/18,Oahu,21°16.6801 ,157°40.669 ,4,13.5,3.37,f
2/20/18,Oahu,21°16.6801 ,157°40.669 ,4,13.5,2.6,m
2/20/18,Oahu,21°16.6801 ,157°40.669 ,4,13.5,3.02,m
2/20/18,Oahu,21°16.6801 ,157°40.669 ,4,13.5,3.12,f
2/20/18,Oahu,21°16.6801 ,157°40.669 ,4,13.5,2.37,f
2/20/18,Oahu,21°16.6801 ,157°40.669 ,4,13.5,2.73,m
2/20/18,Oahu,21°16.6801 ,157°40.669 ,4,13.5,3.06,f
2/20/18,Oahu,21°16.6801 ,157°40.669 ,4,13.5,3.14,f
2/20/18,Oahu,21°16.6801 ,157°40.669 ,4,13.5,3.07,f
2/20/18,Oahu,21°16.6801 ,157°40.669 ,4,13.5,2.96,f
2/20/18,Oahu,21°16.6801 ,157°40.669 ,4,13.5,3.05,f
2/20/18,Oahu,21°16.6801 ,157°40.669 ,4,13.5,2.91,f
2/20/18,Oahu,21°16.6801 ,157°40.669 ,4,13.5,3.06,f
2/20/18,Oahu,21°16.6801 ,157°40.669 ,4,13.5,3.19,f
2/20/18,Oahu,21°16.4892 ,157°40.7819 ,5,15.7,5.05,m
2/20/18,Oahu,21°16.8196 ,157°39.7791 ,7,15.4,3.4,f
2/20/18,Oahu,21°16.8196 ,157°39.7791 ,7,15.4,5.25,m
2/20/18,Oahu,21°16.8196 ,157°39.7791 ,7,15.4,4.44,f
2/20/18,Oahu,21°16.8196 ,157°39.7791 ,7,15.4,4.25,f
2/20/18,Oahu,21°16.8196 ,157°39.7791 ,7,15.4,4.55,f
2/20/18,Oahu,21°16.7371 ,157°39.7530 ,8,17.6,4,m
2/20/18,Oahu,21°16.7371 ,157°39.7530 ,8,17.6,3.73,f
2/20/18,Oahu,21°16.7371 ,157°39.7530 ,8,17.6,5.2,m
2/20/18,Oahu,21°16.7371 ,157°39.7530 ,8,17.6,2.83,f
2/20/18,Oahu,21°16.6780 ,157°39.7516 ,9,17.9,3,m
2/20/18,Oahu,21°16.6780 ,157°39.7516 ,9,17.9,4.9,m
2/20/18,Oahu,21°16.6780 ,157°39.7516 ,9,17.9,3.16,m
2/20/18,Oahu,21°16.6780 ,157°39.7516 ,9,17.9,3.65,m
2/20/18,Oahu,21°16.6780 ,157°39.7516 ,9,17.9,3.15,m
3/4/18,Oahu,21°29.422 ,158°14.576 ,1,35,4.85,m
3/4/18,Oahu,21°29.422 ,158°14.576 ,1,35,3.3,m
3/4/18,Oahu,21°29.422 ,158°14.576 ,1,35,3.15,m
3/4/18,Oahu,21°29.422 ,158°14.576 ,1,35,3.7,m
3/4/18,Oahu,21°29.422 ,158°14.576 ,1,35,4.85,m
3/4/18,Oahu,21°29.422 ,158°14.576 ,1,35,3.5,m
3/4/18,Oahu,21°29.422 ,158°14.576 ,1,35,3,f
3/4/18,Oahu,21°29.422 ,158°14.576 ,1,35,3,f
3/4/18,Oahu,21°29.422 ,158°14.576 ,1,35,4.8,m
3/4/18,Oahu,21°29.422 ,158°14.576 ,1,35,4,f
3/4/18,Oahu,21°29.422 ,158°14.576 ,1,35,2.99,f
3/4/18,Oahu,21°29.422 ,158°14.576 ,1,35,3.7,m
3/4/18,Oahu,21°29.422 ,158°14.576 ,1,35,3.9,m
3/4/18,Oahu,21°29.513 ,158°14.559 ,2,30,3.27,f
3/4/18,Oahu,21°29.513 ,158°14.559 ,2,30,4.53,f
3/4/18,Oahu,21°29.513 ,158°14.559 ,2,30,3.45,m
3/4/18,Oahu,21°29.513 ,158°14.559 ,2,30,2.9,f
3/4/18,Oahu,21°29.513 ,158°14.559 ,2,30,3.25,m
3/4/18,Oahu,21°29.513 ,158°14.559 ,2,30,4.4,m
3/4/18,Oahu,21°29.513 ,158°14.559 ,2,30,4.15,m
3/4/18,Oahu,21°29.513 ,158°14.559 ,2,30,3.1,f
3/4/18,Oahu,21°29.513 ,158°14.559 ,2,30,4.14,m
3/4/18,Oahu,21°29.551 ,158°14.441 ,3,20,4.65,f
3/4/18,Oahu,21°29.551 ,158°14.441 ,3,20,3.25,f
3/4/18,Oahu,21°29.551 ,158°14.441 ,3,20,3.87,f
3/4/18,Oahu,21°29.551 ,158°14.441 ,3,20,2.7,m
3/4/18,Oahu,21°29.551 ,158°14.441 ,3,20,4.05,f
3/4/18,Oahu,21°29.551 ,158°14.441 ,3,20,3.65,f
3/4/18,Oahu,21°29.551 ,158°14.441 ,3,20,4.25,f
3/4/18,Oahu,21°29.551 ,158°14.441 ,3,20,4.45,m
3/4/18,Oahu,21°29.494 ,158°14.377 ,4,16,,
3/4/18,Oahu,21°29.389 ,158°14.470 ,5,20,4.39,m
3/4/18,Oahu,21°29.612 ,158°14.484 ,6,26,3.62,f
3/4/18,Oahu,21°29.498 ,158°14.556 ,7,30,3.05,f
3/4/18,Oahu,21°29.498 ,158°14.556 ,7,30,3.25,f
3/4/18,Oahu,21°29.498 ,158°14.556 ,7,30,3.36,f
3/4/18,Oahu,21°29.475 ,158°14.557 ,8,31,3.22,f
3/4/18,Oahu,21°29.475 ,158°14.557 ,8,31,3.75,m
3/4/18,Oahu,21°29.475 ,158°14.557 ,8,31,3.05,f
3/4/18,Oahu,21°29.475 ,158°14.557 ,8,31,3.05,f
3/4/18,Oahu,21°29.475 ,158°14.557 ,8,31,3.14,f
3/4/18,Oahu,21°29.475 ,158°14.557 ,8,31,3.21,m
3/4/18,Oahu,21°29.475 ,158°14.557 ,8,31,3.26,f
3/4/18,Oahu,21°29.775 ,158°14.564 ,9,35,3.85,m
3/4/18,Oahu,21°29.775 ,158°14.564 ,9,35,3.07,m
3/4/18,Oahu,21°29.775 ,158°14.564 ,9,35,3.02,m
3/4/18,Oahu,21°29.746 ,158°14.573 ,10,35,4,m
3/4/18,Oahu,21°29.746 ,158°14.573 ,10,35,3.15,m
3/4/18,Oahu,21°29.746 ,158°14.573 ,10,35,3.57,m
3/4/18,Oahu,21°29.746 ,158°14.573 ,10,35,2.91,f
3/4/18,Oahu,21°29.222 ,158°14.588 ,11,35,3.73,f
3/4/18,Oahu,21°29.222 ,158°14.588 ,11,35,3.71,f
3/4/18,Oahu,21°29.222 ,158°14.588 ,11,35,2.82,f
3/4/18,Oahu,21°29.681 ,158°14.601 ,12,36,2.83,m
3/4/18,Oahu,21°29.681 ,158°14.601 ,12,36,3.66,f
3/4/18,Oahu,21°29.681 ,158°14.601 ,12,36,3.12,m
3/11/18,Oahu,21°29.309 ,158°14.591 ,1,40,4.12,m
3/11/18,Oahu,21°29.422 ,158°14.572 ,2,30,3.09,f
3/11/18,Oahu,21°29.422 ,158°14.572 ,2,30,3.19,f
3/11/18,Oahu,21°29.422 ,158°14.572 ,2,30,4.66,m
3/11/18,Oahu,21°29.422 ,158°14.572 ,2,30,4.21,m
3/11/18,Oahu,21°29.422 ,158°14.572 ,2,30,3.58,f
3/11/18,Oahu,21°29.515 ,158°14.556 ,3,30,3.38,f
3/11/18,Oahu,21°29.515 ,158°14.556 ,3,30,3.01,m
3/11/18,Oahu,21°29.515 ,158°14.556 ,3,30,3.57,m
3/11/18,Oahu,21°29.515 ,158°14.556 ,3,30,3.22,m
3/11/18,Oahu,21°29.515 ,158°14.556 ,3,30,4.26,m
3/11/18,Oahu,21°29.332 ,158°14.559 ,4,31,3.15,m
3/11/18,Oahu,21°29.332 ,158°14.559 ,4,31,4.86,m
3/11/18,Oahu,21°29.332 ,158°14.559 ,4,31,3.65,m
3/11/18,Oahu,21°29.332 ,158°14.559 ,4,31,3.55,m
3/11/18,Oahu,21°29.332 ,158°14.559 ,4,31,3.23,f
3/11/18,Oahu,21°29.332 ,158°14.559 ,4,31,4.22,m
